Documento 0:
Índice	Término			TF	IDF	TF-IDF
cos(0,8) = 0.00042
cos(9,13) = 0.00041
cos(6,13) = 0.00041
cos(0,7) = 0.00040
cos(7,14) = 0.00040
cos(12,13) = 0.00039
cos(5,7) = 0.00039
cos(6,19) = 0.00039
cos(7,13) = 0.00039
cos(11,13) = 0.00038
cos(2,11) = 0.00035
cos(3,11) = 0.00034
cos(3,14) = 0.00033
cos(2,3) = 0.00032
cos(11,18) = 0.00031
cos(1,2) = 0.00031
cos(0,17) = 0.00031
cos(1,14) = 0.00029
cos(2,13) = 0.00029
cos(12,15) = 0.00029
cos(8,17) = 0.00028
cos(1,11) = 0.00028
cos(10,12) = 0.00026
cos(7,19) = 0.00026
cos(4,6) = 0.00025
cos(0,13) = 0.00025
cos(7,15) = 0.00025
cos(1,17) = 0.00024
cos(0,5) = 0.00021
cos(17,18) = 0.00021
cos(0,4) = 0.00021
cos(9,10) = 0.00021
cos(8,11) = 0.00021
cos(8,13) = 0.00020
cos(3,6) = 0.00020
cos(1,19) = 0.00020
cos(12,16) = 0.00019
cos(6,12) = 0.00018
cos(18,19) = 0.00018
cos(4,7) = 0.00018
cos(10,14) = 0.00016
cos(10,19) = 0.00015
cos(5,10) = 0.00012
cos(8,10) = 0.00011
cos(10,15) = 0.00011
cos(11,16) = 0.00011
cos(10,11) = 0.00010
cos(9,16) = 0.00009
cos(4,16) = 0.00009
cos(13,19) = 0.00009
cos(1,10) = 0.00008
cos(10,18) = 0.00007
cos(5,16) = 0.00007
cos(0,16) = 0.00007
cos(7,10) = 0.00006
cos(0,6) = 0.00006
cos(6,16) = 0.00006
cos(3,5) = 0.00005
cos(3,10) = 0.00003
cos(3,15) = 0.00003
cos(1,3) = 0.00003
cos(3,12) = 0.00001
cos(3,16) = 0.00001
cos(0,3) = 0.00001
cos(0,10) = 0.00001
cos(0,2) = 0.00000
