Documento 0:
Índice	Término			TF	IDF	TF-IDF
22	this			0.02439	0.22185	0.00541	
99	comes			0.02439	1.00000	0.02439	
100	across			0.02439	1.00000	0.02439	
101	as			0.04878	1.00000	0.04878	
102	rather			0.02439	1.00000	0.02439	
103	rough			0.02439	1.00000	0.02439	
6	and			0.02439	0.00000	0.00000	
104	tannic			0.02439	1.00000	0.02439	
38	with			0.02439	0.04576	0.00112	
105	rustic			0.02439	1.00000	0.02439	
106	earthy			0.02439	1.00000	0.02439	
107	herbal			0.02439	0.69897	0.01705	
108	characteristics		0.02439	1.00000	0.02439	
109	nonetheless		0.02439	1.00000	0.02439	
110	if			0.02439	1.00000	0.02439	
111	you			0.02439	1.00000	0.02439	
112	think			0.02439	1.00000	0.02439	
58	of			0.02439	0.15490	0.00378	
48	it			0.02439	0.69897	0.01705	
26	a			0.07317	0.15490	0.01133	
113	pleasantly		0.02439	1.00000	0.02439	
114	unfussy			0.02439	1.00000	0.02439	
115	country			0.02439	1.00000	0.02439	
27	wine			0.02439	0.30103	0.00734	
44	it's			0.02439	0.22185	0.00541	
116	good			0.02439	1.00000	0.02439	
117	companion		0.02439	1.00000	0.02439	
89	to			0.02439	0.52288	0.01275	
118	hearty			0.02439	1.00000	0.02439	
119	winter			0.02439	1.00000	0.02439	
120	stew			0.02439	1.00000	0.02439	


Documento 5:
Índice	Término			TF	IDF	TF-IDF
121	blackberry		0.02381	1.00000	0.02381	
6	and			0.04762	0.00000	0.00000	
122	raspberry		0.02381	1.00000	0.02381	
0	aromas			0.02381	0.39794	0.00947	
123	show			0.02381	1.00000	0.02381	
26	a			0.02381	0.15490	0.00369	
124	typical			0.02381	1.00000	0.02381	
125	navarran		0.02381	1.00000	0.02381	
126	whiff			0.02381	1.00000	0.02381	
58	of			0.02381	0.15490	0.00369	
64	green			0.02381	0.69897	0.01664	
127	herbs			0.02381	1.00000	0.02381	
128	in			0.04762	0.52288	0.02490	
22	this			0.04762	0.22185	0.01056	
129	case			0.02381	1.00000	0.02381	
130	horseradish		0.02381	1.00000	0.02381	
9	the			0.04762	0.22185	0.01056	
131	mouth			0.02381	1.00000	0.02381	
23	is			0.04762	0.52288	0.02490	
132	fairly			0.02381	1.00000	0.02381	
133	full			0.02381	1.00000	0.02381	
134	bodied			0.02381	1.00000	0.02381	
38	with			0.02381	0.04576	0.00109	
135	tomatoey		0.02381	1.00000	0.02381	
21	acidity			0.02381	0.15490	0.00369	
136	spicy			0.02381	1.00000	0.02381	
107	herbal			0.02381	0.69897	0.01664	
57	flavors			0.02381	0.52288	0.01245	
137	complement		0.02381	1.00000	0.02381	
138	dark			0.02381	1.00000	0.02381	
139	plum			0.02381	1.00000	0.02381	
3	fruit			0.02381	0.69897	0.01664	
30	while			0.02381	0.52288	0.01245	
93	finish			0.02381	0.69897	0.01664	
140	fresh			0.02381	0.39794	0.00947	
141	but			0.02381	1.00000	0.02381	
142	grabby			0.02381	1.00000	0.02381	


Documento 6:
Índice	Término			TF	IDF	TF-IDF
143	here's			0.03226	1.00000	0.03226	
26	a			0.03226	0.15490	0.00500	
144	bright			0.03226	1.00000	0.03226	
145	informal		0.03226	1.00000	0.03226	
40	red			0.03226	0.69897	0.02255	
28	that			0.06452	0.69897	0.04509	
146	opens			0.03226	1.00000	0.03226	
38	with			0.06452	0.04576	0.00295	
0	aromas			0.03226	0.39794	0.01284	
58	of			0.03226	0.15490	0.00500	
147	candied			0.03226	1.00000	0.03226	
41	berry			0.03226	0.69897	0.02255	
148	white			0.03226	1.00000	0.03226	
149	pepper			0.03226	1.00000	0.03226	
6	and			0.06452	0.00000	0.00000	
150	savory			0.03226	0.69897	0.02255	
8	herb			0.03226	0.69897	0.02255	
151	carry			0.03226	1.00000	0.03226	
152	over			0.03226	1.00000	0.03226	
89	to			0.03226	0.52288	0.01687	
9	the			0.03226	0.22185	0.00716	
10	palate			0.03226	0.52288	0.01687	
44	it's			0.03226	0.22185	0.00716	
153	balanced		0.03226	0.52288	0.01687	
140	fresh			0.03226	0.39794	0.01284	
21	acidity			0.03226	0.15490	0.00500	
154	soft			0.03226	1.00000	0.03226	
34	tannins			0.03226	0.69897	0.02255	


Documento 7:
Índice	Término			TF	IDF	TF-IDF
22	this			0.04762	0.22185	0.01056	
155	dry			0.04762	0.69897	0.03328	
6	and			0.09524	0.00000	0.00000	
156	restrained		0.04762	1.00000	0.04762	
27	wine			0.04762	0.30103	0.01433	
157	offers			0.04762	1.00000	0.04762	
158	spice			0.04762	0.69897	0.03328	
128	in			0.04762	0.52288	0.02490	
159	profusion		0.04762	1.00000	0.04762	
153	balanced		0.04762	0.52288	0.02490	
38	with			0.04762	0.04576	0.00218	
21	acidity			0.04762	0.15490	0.00738	
26	a			0.04762	0.15490	0.00738	
33	firm			0.04762	0.69897	0.03328	
160	texture			0.04762	0.69897	0.03328	
44	it's			0.04762	0.22185	0.01056	
161	very			0.04762	1.00000	0.04762	
94	much			0.04762	0.69897	0.03328	
162	for			0.04762	1.00000	0.04762	
163	food			0.04762	1.00000	0.04762	


Documento 8:
Índice	Término			TF	IDF	TF-IDF
150	savory			0.04167	0.69897	0.02912	
7	dried			0.04167	0.69897	0.02912	
164	thyme			0.04167	1.00000	0.04167	
83	notes			0.04167	0.69897	0.02912	
165	accent			0.04167	1.00000	0.04167	
166	sunnier			0.04167	1.00000	0.04167	
57	flavors			0.04167	0.52288	0.02179	
58	of			0.04167	0.15490	0.00645	
167	preserved		0.04167	1.00000	0.04167	
168	peach			0.04167	1.00000	0.04167	
128	in			0.04167	0.52288	0.02179	
22	this			0.04167	0.22185	0.00924	
20	brisk			0.04167	0.69897	0.02912	
169	off-dry			0.04167	1.00000	0.04167	
27	wine			0.04167	0.30103	0.01254	
44	it's			0.04167	0.22185	0.00924	
25	fruity			0.04167	0.69897	0.02912	
6	and			0.04167	0.00000	0.00000	
140	fresh			0.04167	0.39794	0.01658	
38	with			0.04167	0.04576	0.00191	
170	an			0.04167	1.00000	0.04167	
171	elegant			0.04167	1.00000	0.04167	
172	sprightly		0.04167	1.00000	0.04167	
173	footprint		0.04167	1.00000	0.04167	


Documento 9:
Índice	Término			TF	IDF	TF-IDF
22	this			0.03333	0.22185	0.00739	
174	has			0.03333	1.00000	0.03333	
175	great			0.03333	1.00000	0.03333	
176	depth			0.03333	1.00000	0.03333	
58	of			0.06667	0.15490	0.01033	
177	flavor			0.03333	1.00000	0.03333	
38	with			0.06667	0.04576	0.00305	
178	its			0.03333	1.00000	0.03333	
140	fresh			0.03333	0.39794	0.01326	
16	apple			0.03333	0.69897	0.02330	
6	and			0.10000	0.00000	0.00000	
179	pear			0.03333	1.00000	0.03333	
42	fruits			0.03333	0.69897	0.02330	
180	touch			0.03333	1.00000	0.03333	
158	spice			0.03333	0.69897	0.02330	
44	it's			0.03333	0.22185	0.00739	
79	off			0.03333	0.69897	0.02330	
155	dry			0.03333	0.69897	0.02330	
30	while			0.03333	0.52288	0.01743	
153	balanced		0.03333	0.52288	0.01743	
21	acidity			0.03333	0.15490	0.00516	
26	a			0.03333	0.15490	0.00516	
68	crisp			0.03333	0.69897	0.02330	
160	texture			0.03333	0.69897	0.02330	
181	drink			0.03333	1.00000	0.03333	
182	now			0.03333	1.00000	0.03333	


---------------- Similaridad coseno ----------------
cos(0,1) = 0.00003
cos(0,2) = 0.00026
cos(0,3) = 0.00067
cos(0,4) = 0.00005
cos(0,5) = 0.00076
cos(0,6) = 0.00134
cos(0,7) = 0.00005
cos(0,8) = 0.00254
cos(0,9) = 0.00071
cos(1,2) = 0.00011
cos(1,3) = 0.00048
cos(1,4) = 0.00080
cos(1,5) = 0.00095
cos(1,6) = 0.00216
cos(1,7) = 0.00091
cos(1,8) = 0.00075
cos(1,9) = 0.00080
cos(2,3) = 0.00141
cos(2,4) = 0.00023
cos(2,5) = 0.00117
cos(2,6) = 0.00023
cos(2,7) = 0.00020
cos(2,8) = 0.00099
cos(2,9) = 0.00067
cos(3,4) = 0.00040
cos(3,5) = 0.00106
cos(3,6) = 0.00086
cos(3,7) = 0.00007
cos(3,8) = 0.00065
cos(3,9) = 0.00059
cos(4,5) = 0.00045
cos(4,6) = 0.00037
cos(4,7) = 0.00087
cos(4,8) = 0.00022
cos(4,9) = 0.00018
cos(5,6) = 0.00038
cos(5,7) = 0.00079
cos(5,8) = 0.00109
cos(5,9) = 0.00050
cos(6,7) = 0.00058
cos(6,8) = 0.00097
cos(6,9) = 0.00063
cos(7,8) = 0.00092
cos(7,9) = 0.00300
cos(8,9) = 0.00043
