Documento 0:
Índice	Término			TF	IDF	TF-IDF
7	with			0.02703	0.09691	0.00262	
65	plum			0.02703	0.52288	0.01413	
66	chocolate		0.02703	1.00000	0.02703	
67	astringent		0.02703	1.00000	0.02703	
68	drying			0.02703	1.00000	0.02703	
69	tannins			0.02703	1.00000	0.02703	
70	give			0.02703	1.00000	0.02703	
71	it			0.02703	1.00000	0.02703	
2	a			0.02703	0.09691	0.00262	
72	rather			0.02703	1.00000	0.02703	
73	abrupt			0.02703	1.00000	0.02703	
74	finish			0.02703	0.52288	0.01413	


Documento 3:
Índice	Término			TF	IDF	TF-IDF
75	building		0.02083	1.00000	0.02083	
76	on			0.02083	0.39794	0.00829	
77	150			0.02083	1.00000	0.02083	
78	years			0.02083	1.00000	0.02083	
11	and			0.02083	0.00000	0.00000	
79	six			0.02083	1.00000	0.02083	
80	generations		0.02083	1.00000	0.02083	
37	of			0.02083	0.22185	0.00462	
81	winemaking		0.02083	1.00000	0.02083	
82	tradition		0.02083	1.00000	0.02083	
41	the			0.04167	0.09691	0.00404	
83	winery			0.02083	1.00000	0.02083	
84	trends			0.02083	1.00000	0.02083	
85	toward			0.02083	1.00000	0.02083	
2	a			0.02083	0.09691	0.00202	
86	leaner			0.02083	1.00000	0.02083	
87	style			0.02083	1.00000	0.02083	
7	with			0.02083	0.09691	0.00202	
88	classic			0.02083	1.00000	0.02083	
89	california		0.02083	1.00000	0.02083	
90	buttercream		0.02083	1.00000	0.02083	
91	aroma			0.02083	1.00000	0.02083	
92	cut			0.02083	1.00000	0.02083	
45	by			0.02083	0.30103	0.00627	
93	tart			0.02083	0.69897	0.01456	
94	green			0.02083	0.69897	0.01456	
95	apple			0.02083	0.69897	0.01456	
96	in			0.02083	0.30103	0.00627	
0	this			0.02083	0.09691	0.00202	
97	good			0.02083	0.69897	0.01456	
98	everyday		0.02083	1.00000	0.02083	
99	sipping			0.02083	1.00000	0.02083	
4	wine			0.02083	0.52288	0.01089	
100	flavors			0.02083	0.52288	0.01089	
53	that			0.02083	0.52288	0.01089	
101	range			0.02083	1.00000	0.02083	
102	from			0.02083	1.00000	0.02083	
103	pear			0.02083	1.00000	0.02083	
32	to			0.02083	0.39794	0.00829	
104	barely			0.02083	1.00000	0.02083	
105	ripe			0.02083	0.69897	0.01456	
106	pineapple		0.02083	1.00000	0.02083	
107	prove			0.02083	1.00000	0.02083	
108	approachable		0.02083	0.69897	0.01456	
109	but			0.02083	0.39794	0.00829	
110	not			0.02083	1.00000	0.02083	
111	distinctive		0.02083	1.00000	0.02083	


Documento 4:
Índice	Término			TF	IDF	TF-IDF
112	zesty			0.03448	1.00000	0.03448	
113	orange			0.03448	1.00000	0.03448	
114	peels			0.03448	1.00000	0.03448	
11	and			0.06897	0.00000	0.00000	
95	apple			0.03448	0.69897	0.02410	
115	notes			0.03448	0.52288	0.01803	
116	abound			0.03448	1.00000	0.03448	
96	in			0.03448	0.30103	0.01038	
0	this			0.03448	0.09691	0.00334	
117	sprightly		0.03448	1.00000	0.03448	
118	mineral-toned		0.03448	1.00000	0.03448	
119	riesling		0.03448	1.00000	0.03448	
120	off			0.03448	1.00000	0.03448	
3	dry			0.03448	0.69897	0.02410	
76	on			0.03448	0.39794	0.01372	
41	the			0.03448	0.09691	0.00334	
63	palate			0.03448	0.30103	0.01038	
121	yet			0.03448	1.00000	0.03448	
122	racy			0.03448	1.00000	0.03448	
123	lean			0.03448	1.00000	0.03448	
20	it's			0.03448	0.69897	0.02410	
2	a			0.03448	0.09691	0.00334	
124	refreshing		0.03448	1.00000	0.03448	
125	easy			0.03448	1.00000	0.03448	
126	quaffer			0.03448	1.00000	0.03448	
7	with			0.03448	0.09691	0.00334	
127	wide			0.03448	1.00000	0.03448	
128	appeal			0.03448	1.00000	0.03448	


Documento 5:
Índice	Término			TF	IDF	TF-IDF
129	baked			0.02128	1.00000	0.02128	
65	plum			0.04255	0.52288	0.02225	
130	molasses		0.02128	1.00000	0.02128	
131	balsamic		0.02128	1.00000	0.02128	
132	vinegar			0.02128	1.00000	0.02128	
11	and			0.08511	0.00000	0.00000	
133	cheesy			0.02128	1.00000	0.02128	
47	oak			0.02128	0.39794	0.00847	
52	aromas			0.02128	0.22185	0.00472	
134	feed			0.02128	1.00000	0.02128	
135	into			0.02128	1.00000	0.02128	
2	a			0.06383	0.09691	0.00619	
63	palate			0.02128	0.30103	0.00640	
136	that's			0.02128	1.00000	0.02128	
137	braced			0.02128	1.00000	0.02128	
45	by			0.02128	0.30103	0.00640	
138	bolt			0.02128	1.00000	0.02128	
37	of			0.04255	0.22185	0.00944	
139	acidity			0.02128	1.00000	0.02128	
140	compact			0.02128	1.00000	0.02128	
141	set			0.02128	1.00000	0.02128	
142	saucy			0.02128	1.00000	0.02128	
143	red-berry		0.02128	1.00000	0.02128	
100	flavors			0.02128	0.52288	0.01113	
144	features		0.02128	1.00000	0.02128	
145	tobacco			0.02128	0.69897	0.01487	
146	peppery			0.02128	1.00000	0.02128	
147	accents			0.02128	1.00000	0.02128	
148	while			0.02128	1.00000	0.02128	
41	the			0.02128	0.09691	0.00206	
74	finish			0.02128	0.52288	0.01113	
1	is			0.02128	0.30103	0.00640	
149	mildly			0.02128	1.00000	0.02128	
94	green			0.02128	0.69897	0.01487	
96	in			0.02128	0.30103	0.00640	
150	flavor			0.02128	0.69897	0.01487	
7	with			0.02128	0.09691	0.00206	
151	respectable		0.02128	1.00000	0.02128	
152	weight			0.02128	1.00000	0.02128	
153	balance			0.02128	1.00000	0.02128	


Documento 6:
Índice	Término			TF	IDF	TF-IDF
154	raw			0.02500	1.00000	0.02500	
155	black-cherry		0.02500	1.00000	0.02500	
52	aromas			0.02500	0.22185	0.00555	
156	are			0.02500	1.00000	0.02500	
157	direct			0.02500	1.00000	0.02500	
11	and			0.07500	0.00000	0.00000	
158	simple			0.02500	1.00000	0.02500	
109	but			0.05000	0.39794	0.01990	
97	good			0.02500	0.69897	0.01747	
0	this			0.02500	0.09691	0.00242	
159	has			0.02500	1.00000	0.02500	
2	a			0.05000	0.09691	0.00485	
35	juicy			0.02500	0.69897	0.01747	
160	feel			0.02500	1.00000	0.02500	
53	that			0.02500	0.52288	0.01307	
161	thickens		0.02500	1.00000	0.02500	
62	over			0.02500	0.69897	0.01747	
162	time			0.02500	1.00000	0.02500	
7	with			0.02500	0.09691	0.00242	
47	oak			0.05000	0.39794	0.01990	
14	character		0.02500	0.69897	0.01747	
163	extract			0.02500	1.00000	0.02500	
164	becoming		0.02500	1.00000	0.02500	
165	more			0.02500	1.00000	0.02500	
166	apparent		0.02500	1.00000	0.02500	
150	flavor			0.02500	0.69897	0.01747	
167	profile			0.02500	1.00000	0.02500	
168	driven			0.02500	1.00000	0.02500	
45	by			0.02500	0.30103	0.00753	
169	dark-berry		0.02500	1.00000	0.02500	
170	fruits			0.02500	1.00000	0.02500	
171	smoldering		0.02500	1.00000	0.02500	
172	finishes		0.02500	1.00000	0.02500	
173	meaty			0.02500	1.00000	0.02500	
174	hot			0.02500	1.00000	0.02500	


Documento 7:
Índice	Término			TF	IDF	TF-IDF
175	desiccated		0.02326	1.00000	0.02326	
176	blackberry		0.04651	1.00000	0.04651	
177	leather			0.02326	1.00000	0.02326	
178	charred			0.02326	1.00000	0.02326	
179	wood			0.02326	1.00000	0.02326	
11	and			0.09302	0.00000	0.00000	
180	mint			0.02326	1.00000	0.02326	
52	aromas			0.04651	0.22185	0.01032	
61	carry			0.02326	0.69897	0.01626	
41	the			0.04651	0.09691	0.00451	
181	nose			0.02326	0.69897	0.01626	
76	on			0.04651	0.39794	0.01851	
0	this			0.02326	0.09691	0.00225	
182	full-bodied		0.02326	1.00000	0.02326	
30	tannic			0.02326	0.69897	0.01626	
183	heavily			0.02326	1.00000	0.02326	
184	oaked			0.02326	1.00000	0.02326	
185	tinto			0.02326	1.00000	0.02326	
186	fino			0.02326	1.00000	0.02326	
100	flavors			0.02326	0.52288	0.01216	
37	of			0.04651	0.22185	0.01032	
187	clove			0.02326	1.00000	0.02326	
188	woodspice		0.02326	1.00000	0.02326	
189	sit			0.02326	1.00000	0.02326	
190	top			0.02326	1.00000	0.02326	
191	fruit			0.02326	0.69897	0.01626	
192	then			0.02326	1.00000	0.02326	
193	hickory			0.02326	1.00000	0.02326	
194	other			0.02326	1.00000	0.02326	
195	forceful		0.02326	1.00000	0.02326	
196	oak-based		0.02326	1.00000	0.02326	
197	rise			0.02326	1.00000	0.02326	
198	up			0.02326	0.69897	0.01626	
199	dominate		0.02326	1.00000	0.02326	
74	finish			0.02326	0.52288	0.01216	


Documento 8:
Índice	Término			TF	IDF	TF-IDF
200	red			0.01818	0.69897	0.01271	
191	fruit			0.01818	0.69897	0.01271	
52	aromas			0.01818	0.22185	0.00403	
201	pervade			0.01818	1.00000	0.01818	
76	on			0.03636	0.39794	0.01447	
41	the			0.05455	0.09691	0.00529	
181	nose			0.01818	0.69897	0.01271	
7	with			0.03636	0.09691	0.00352	
48	cigar			0.01818	0.69897	0.01271	
49	box			0.01818	0.69897	0.01271	
11	and			0.07273	0.00000	0.00000	
202	menthol			0.01818	1.00000	0.01818	
115	notes			0.03636	0.52288	0.01901	
203	riding			0.01818	1.00000	0.01818	
96	in			0.01818	0.30103	0.00547	
204	back			0.01818	1.00000	0.01818	
63	palate			0.01818	0.30103	0.00547	
1	is			0.03636	0.30103	0.01095	
26	slightly		0.01818	0.69897	0.01271	
205	restrained		0.01818	1.00000	0.01818	
206	entry			0.01818	1.00000	0.01818	
109	but			0.01818	0.39794	0.00724	
207	opens			0.01818	1.00000	0.01818	
198	up			0.01818	0.69897	0.01271	
32	to			0.03636	0.39794	0.01447	
208	riper			0.01818	1.00000	0.01818	
37	of			0.03636	0.22185	0.00807	
40	cherry			0.01818	0.69897	0.01271	
65	plum			0.01818	0.52288	0.00951	
209	specked			0.01818	1.00000	0.01818	
210	crushed			0.01818	1.00000	0.01818	
19	pepper			0.01818	0.52288	0.00951	
0	this			0.01818	0.09691	0.00176	
211	blend			0.01818	1.00000	0.01818	
212	merlot			0.01818	1.00000	0.01818	
213	cabernet		0.03636	1.00000	0.03636	
214	sauvignon		0.01818	1.00000	0.01818	
215	franc			0.01818	1.00000	0.01818	
108	approachable		0.01818	0.69897	0.01271	
216	now			0.01818	1.00000	0.01818	
217	ready			0.01818	1.00000	0.01818	
218	be			0.01818	1.00000	0.01818	
219	enjoyed			0.01818	1.00000	0.01818	


Documento 9:
Índice	Término			TF	IDF	TF-IDF
105	ripe			0.02778	0.69897	0.01942	
52	aromas			0.02778	0.22185	0.00616	
37	of			0.11111	0.22185	0.02465	
220	dark			0.02778	1.00000	0.02778	
221	berries			0.02778	1.00000	0.02778	
222	mingle			0.02778	1.00000	0.02778	
7	with			0.02778	0.09691	0.00269	
223	ample			0.02778	1.00000	0.02778	
115	notes			0.05556	0.52288	0.02905	
39	black			0.02778	0.69897	0.01942	
19	pepper			0.02778	0.52288	0.01452	
224	toasted			0.02778	1.00000	0.02778	
60	vanilla			0.02778	0.69897	0.01942	
11	and			0.02778	0.00000	0.00000	
225	dusty			0.02778	1.00000	0.02778	
145	tobacco			0.02778	0.69897	0.01942	
41	the			0.02778	0.09691	0.00269	
63	palate			0.02778	0.30103	0.00836	
1	is			0.02778	0.30103	0.00836	
51	oak-driven		0.02778	0.69897	0.01942	
96	in			0.02778	0.30103	0.00836	
226	nature			0.02778	1.00000	0.02778	
109	but			0.02778	0.39794	0.01105	
93	tart			0.02778	0.69897	0.01942	
200	red			0.02778	0.69897	0.01942	
227	currant			0.02778	1.00000	0.02778	
228	shine			0.02778	1.00000	0.02778	
229	through			0.02778	1.00000	0.02778	
230	offering		0.02778	1.00000	0.02778	
2	a			0.02778	0.09691	0.00269	
231	bit			0.02778	1.00000	0.02778	
232	levity			0.02778	1.00000	0.02778	


---------------- Similaridad coseno ----------------
cos(0,1) = 0.00065
cos(0,2) = 0.00013
cos(0,3) = 0.00040
cos(0,4) = 0.00112
cos(0,5) = 0.00014
cos(0,6) = 0.00046
cos(0,7) = 0.00001
cos(0,8) = 0.00030
cos(0,9) = 0.00036
cos(1,2) = 0.00042
cos(1,3) = 0.00045
cos(1,4) = 0.00003
cos(1,5) = 0.00029
cos(1,6) = 0.00083
cos(1,7) = 0.00051
cos(1,8) = 0.00156
cos(1,9) = 0.00070
cos(2,3) = 0.00047
cos(2,4) = 0.00012
cos(2,5) = 0.00077
cos(2,6) = 0.00103
cos(2,7) = 0.00056
cos(2,8) = 0.00048
cos(2,9) = 0.00093
cos(3,4) = 0.00056
cos(3,5) = 0.00049
cos(3,6) = 0.00063
cos(3,7) = 0.00036
cos(3,8) = 0.00059
cos(3,9) = 0.00085
cos(4,5) = 0.00017
cos(4,6) = 0.00003
cos(4,7) = 0.00028
cos(4,8) = 0.00069
cos(4,9) = 0.00072
cos(5,6) = 0.00054
cos(5,7) = 0.00043
cos(5,8) = 0.00047
cos(5,9) = 0.00074
cos(6,7) = 0.00006
cos(6,8) = 0.00018
cos(6,9) = 0.00027
cos(7,8) = 0.00104
cos(7,9) = 0.00033
cos(8,9) = 0.00145
